1130	106	2.7
1130	126	2.2
1130	121	2.3
1130	130	4.1
1130	116	1.1
1130	117	5.0
1130	119	3.1
1130	108	2.8
1130	124	2.2
1130	102	2.8
1130	105	3.9
1130	120	1.5
1130	115	4.3
1130	104	2.4
1130	113	4.1
1130	110	4.9
1130	128	3.5
1130	112	3.5
1130	125	3.8
1140	120	3.9
1140	127	3.9
1140	125	2.1
1140	129	1.5
1140	114	4.6
1140	119	1.7
1140	100	1.6
1140	105	3.2
1140	115	2.4
1140	106	4.4
1140	112	2.3
1140	110	4.7
1140	111	1.9
1140	122	4.7
1140	108	1.3
1140	128	2.7
1140	107	3.7
1140	121	4.2
1140	101	2.9
1140	104	3.2
1150	127	3.1
1150	124	1.2
1150	110	2.5
1150	107	2.4
1150	130	1.3
1150	101	2.8
1150	120	4.2
1150	106	3.2
1150	112	2.5
1150	129	3.7
1150	119	3.7
1150	104	3.9
1150	115	2.1
1150	117	4.5
1150	122	3.8
1150	113	1.9
1150	100	3.2
1150	128	4.7
1150	123	1.4
1150	114	4.9
1160	105	3.4
1160	114	3.6
1160	121	3.7
1160	117	4.0
1160	103	1.7
1160	124	3.1
1160	107	4.5
1160	100	1.8
1160	115	1.0
1160	122	4.1
1160	126	1.5
1160	118	1.9
1160	101	1.2
1160	106	4.2
1160	123	2.8
1160	110	2.0
1160	119	3.8
1160	125	4.2
1160	102	2.3
1160	113	3.1
1170	120	1.7
1170	111	2.6
1170	108	1.8
1170	119	4.4
1170	102	2.4
1170	106	3.8
1170	129	1.4
1170	115	4.2
1170	126	2.7
1170	123	4.0
1170	124	2.7
1170	103	2.7
1170	122	4.1
1170	107	4.2
1170	101	3.1
1170	110	2.2
1170	121	1.8
1170	117	3.8
1170	109	1.5
1170	127	4.4
1180	125	1.0
1180	113	3.8
1180	111	4.6
1180	119	2.0
1180	123	2.4
1180	109	4.6
1180	105	4.0
1180	103	3.0
1180	130	1.6
1180	120	4.4
1180	100	1.9
1180	104	2.7
1180	122	1.2
1180	110	4.3
1180	129	1.2
1180	112	3.3
1180	127	1.6
1180	107	1.5
1180	116	4.8
1180	102	2.0
1190	106	3.1
1190	108	3.0
1190	107	3.0
1190	105	2.8
1190	116	2.5
1190	123	3.7
1190	127	5.0
1190	130	1.8
1190	102	2.5
1190	104	5.0
1190	115	4.1
1190	103	2.1
1190	128	3.0
1190	112	3.7
1190	101	3.0
1190	100	4.4
1190	114	3.7
1190	129	3.1
1190	122	4.3
1190	109	4.2
1200	126	4.5
1200	124	4.2
1200	125	1.2
1200	113	1.8
1200	109	2.6
1200	129	2.9
1200	120	2.7
1200	122	1.5
1200	111	1.6
1200	117	3.9
1200	103	3.2
1200	106	3.1
1200	104	2.0
1200	128	4.0
1200	100	4.5
1200	130	4.1
1200	110	1.4
1200	114	1.9
1200	101	1.4
1200	115	4.0
1210	126	4.7
1210	125	4.2
1210	130	1.4
1210	122	3.9
1210	110	1.1
1210	111	1.1
1210	113	2.7
1210	121	2.9
1210	119	2.1
1210	128	3.5
1210	115	3.9
1210	112	3.2
1210	104	1.9
1210	117	4.0
1210	101	2.1
1210	105	1.2
1210	107	2.4
1210	100	3.8
1210	109	3.7
1210	118	3.7
1220	101	4.8
1220	129	1.2
1220	118	4.4
1220	100	4.5
1220	112	4.1
1220	116	3.9
1220	109	4.8
1220	105	2.7
1220	110	1.3
1220	126	2.0
1220	115	1.7
1220	121	4.0
1220	107	3.2
1220	127	2.2
1220	124	4.6
1220	130	2.3
1220	106	3.3
1220	111	2.7
1220	117	2.4
1220	102	2.5
1230	111	4.7
1230	122	3.5
1230	102	2.1
1230	105	4.6
1230	125	1.7
1230	130	2.1
1230	120	3.7
1230	123	1.9
1230	112	2.7
1230	106	1.7
1230	119	3.9
1230	126	2.8
1230	108	4.9
1230	116	1.4
1230	100	1.6
1230	104	2.1
1230	124	3.7
1230	103	3.0
1230	127	4.7
1230	129	3.8
1240	126	1.2
1240	111	4.5
1240	119	2.0
1240	116	2.7
1240	124	3.3
1240	130	1.6
1240	109	1.3
1240	112	2.3
1240	118	2.1
1240	110	1.9
1240	129	1.9
1240	127	4.2
1240	107	2.3
1240	125	4.9
1240	102	4.6
1240	104	2.6
1240	121	2.9
1240	123	1.7
1240	100	4.1
1240	114	2.2
1250	100	3.1
1250	108	1.2
1250	129	2.6
1250	116	1.8
1250	101	4.8
1250	105	3.5
1250	125	3.1
1250	113	4.0
1250	123	3.0
1250	121	4.5
1250	107	3.3
1250	117	2.0
1250	119	4.4
1250	114	3.8
1250	111	4.2
1250	124	4.9
1250	109	2.6
1250	127	4.9
1250	118	3.3
1250	128	2.8
1260	109	1.1
1260	123	4.6
1260	111	5.0
1260	116	2.2
1260	113	3.4
1260	118	1.7
1260	110	5.0
1260	126	4.4
1260	125	1.3
1260	101	4.3
1260	108	2.3
1260	106	1.2
1260	119	1.3
1260	117	2.5
1260	121	4.3
1260	107	3.6
1260	104	2.7
1260	120	4.3
1260	100	1.4
1260	105	3.8
1270	121	2.0
1270	120	4.8
1270	113	1.5
1270	111	1.0
1270	109	3.8
1270	123	1.2
1270	101	4.7
1270	100	3.5
1270	105	1.6
1270	108	2.0
1270	110	3.6
1270	124	3.9
1270	130	3.6
1270	127	4.1
1270	104	1.4
1270	107	1.9
1270	116	4.1
1270	106	1.5
1270	117	1.8
1270	119	1.3
1280	107	4.3
1280	105	2.5
1280	118	1.2
1280	120	1.2
1280	112	3.5
1280	127	2.2
1280	129	4.4
1280	122	4.5
1280	126	3.4
1280	101	3.7
1280	117	2.1
1280	103	1.1
1280	130	2.3
1280	115	1.7
1280	124	3.6
1280	121	4.1
1280	114	1.3
1280	128	3.6
1280	125	3.0
1280	106	2.9
1290	117	2.3
1290	126	2.3
1290	124	1.6
1290	106	5.0
1290	113	4.4
1290	101	2.7
1290	122	3.8
1290	110	1.4
1290	129	1.5
1290	121	3.2
1290	128	5.0
1290	119	5.0
1290	115	1.1
1290	111	3.4
1290	104	2.6
1290	108	4.4
1290	120	1.1
1290	100	4.0
1290	114	3.3
1290	125	3.1
